|subject_category|subject_prefix|edge_type|object_category|object_prefix|provided_by|frequency
332|gene|MGI|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|3909
333|gene|NCBIGene|interacts_with|gene|RGD|['https://data.monarchinitiative.org/ttl/string.ttl']|1618
334|gene|RGD|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|1618
335|gene|WormBase|interacts_with|gene|WormBase|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|1602
336|gene|WormBase|interacts_with|gene|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|1374
337|gene|NCBIGene|interacts_with|gene|WormBase|['https://data.monarchinitiative.org/ttl/string.ttl']|1218
338|gene|WormBase|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|1218
339|gene|ENSEMBL|interacts_with|gene|WormBase|['https://data.monarchinitiative.org/ttl/string.ttl']|994
340|gene|WormBase|interacts_with|gene|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|994
341|gene|MGI|interacts_with|gene|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|712
342|gene|ENSEMBL|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/string.ttl']|712
343|gene|ENSEMBL|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|688
344|gene|NCBIGene|interacts_with|gene|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|688
345|gene|HGNC|interacts_with|gene|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|602
346|gene|ENSEMBL|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl']|602
347|gene|NCBIGene|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|400
348|gene|ZFIN|interacts_with|gene|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|210
349|gene|NCBIGene|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/string.ttl']|162
350|gene|MGI|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|162
351|gene|ZFIN|interacts_with|gene|ZFIN|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|150
352|gene|HGNC|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|124
353|gene|NCBIGene|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|124
354|gene|HGNC|interacts_with|gene|FlyBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|117
355|gene|FlyBase|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|117
356|gene|NCBIGene|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl']|94
357|gene|HGNC|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|94
358|gene|ZFIN|interacts_with|gene|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|66
359|gene|HGNC|interacts_with|gene|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|49
360|gene|WormBase|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|49
361|gene|MGI|interacts_with|gene|FlyBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|30
362|gene|FlyBase|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|30
363|gene|HGNC|interacts_with|gene|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|26
364|gene|ZFIN|interacts_with|gene|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|26
365|gene|MGI|interacts_with|gene|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|17
366|gene|ZFIN|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|17
367|gene|NCBIGene|interacts_with|gene|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|11
368|gene|WormBase|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|11
369|gene|WormBase|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|8
370|gene|MGI|interacts_with|gene|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|8
371|gene|NCBIGene|interacts_with|gene|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|2
372|gene|MGI|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|2
373|gene|ZFIN|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
374|gene|NCBIGene|interacts_with|gene|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
375|gene|NCBIGene|interacts_with|gene|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
376|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|9494
377|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|4229
378|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2448
379|gene|NCBIGene|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|1609
380|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|1241
381|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1211
382|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|957
383|gene|NCBIGene|contributes_to|disease|OMIA|['https://data.monarchinitiative.org/ttl/omia.ttl']|726
384|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl']|540
385|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|148
386|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|110
387|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|107
388|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|85
389|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|73
390|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|58
391|gene|NCBIGene|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|19
392|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|13
393|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|11
394|gene|Orphanet|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|5
395|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|4
396|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2
397|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|2
398|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|2
399|gene|HGNC|contributes_to|disease|OMIA|['https://data.monarchinitiative.org/ttl/omia.ttl']|2
400|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
401|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
402|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
403|gene|NCBIGene|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl']|1
404|gene|NCBIGene|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
405|gene|RGD|contributes_to|disease|OMIA|['https://data.monarchinitiative.org/ttl/omia.ttl']|1
406|gene|HGNC|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
407|gene|NCBIGene|contributes_to|disease|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
408|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|4199
409|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|3356
410|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|2395
411|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1210
412|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|1199
413|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|956
414|gene|NCBIGene|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|560
415|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl']|461
416|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|148
417|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|98
418|gene|ZFIN|has_phenotype|quality|ZP|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|84
419|gene|MGI|has_phenotype|quality|MP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|83
420|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|73
421|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|58
422|gene|NCBIGene|contributes_to|quality|OMIA|['https://data.monarchinitiative.org/ttl/omia.ttl']|57
423|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|47
424|gene|NCBIGene|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl']|19
425|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|18
426|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|13
427|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|11
428|gene|Orphanet|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl']|5
429|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|4
430|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl']|2
431|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|2
432|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
433|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
434|gene|NCBIGene|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl']|1
435|gene|NCBIGene|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/orphanet.ttl', 'https://data.monarchinitiative.org/ttl/omim.ttl']|1
436|gene|NCBIGene|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/clinvar.ttl']|1
437|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/omim.ttl', 'https://data.monarchinitiative.org/ttl/gwascatalog.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
438|gene|NCBIGene|has_phenotype|quality|MP|['https://data.monarchinitiative.org/ttl/monarch.ttl']|1
439|gene|HGNC|contributes_to|quality|MONDO|['https://data.monarchinitiative.org/ttl/clinvar.ttl', 'https://data.monarchinitiative.org/ttl/orphanet.ttl']|1
440|gene|MGI|interacts_with|sequence alteration|MGI|['https://data.monarchinitiative.org/ttl/string.ttl']|38
441|gene|MGI|interacts_with|sequence alteration|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|7
442|gene|MGI|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/string.ttl']|1558545
443|gene|HGNC|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl']|1294801
444|gene|RGD|interacts_with|sequence feature|RGD|['https://data.monarchinitiative.org/ttl/string.ttl']|988592
445|gene|ZFIN|interacts_with|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/string.ttl']|793313
446|gene|FlyBase|interacts_with|sequence feature|FlyBase|['https://data.monarchinitiative.org/ttl/string.ttl']|520751
447|gene|HGNC|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|485128
448|gene|WormBase|interacts_with|sequence feature|WormBase|['https://data.monarchinitiative.org/ttl/string.ttl']|450963
449|gene|RGD|interacts_with|sequence feature|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|101540
450|gene|ENSEMBL|interacts_with|sequence feature|RGD|['https://data.monarchinitiative.org/ttl/string.ttl']|101540
451|gene|FlyBase|interacts_with|sequence feature|FlyBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|94256
452|gene|HGNC|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|76479
453|gene|ENSEMBL|interacts_with|sequence feature|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|69489
454|gene|HGNC|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|32482
455|gene|MGI|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|29884
456|gene|HGNC|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|19849
457|gene|MGI|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|19849
458|gene|ZFIN|interacts_with|sequence feature|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|13718
459|gene|ENSEMBL|interacts_with|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/string.ttl']|13718
460|gene|FlyBase|interacts_with|sequence feature|FlyBase|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|13112
461|gene|WormBase|interacts_with|sequence feature|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|12968
462|gene|FlyBase|interacts_with|sequence feature|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|10508
463|gene|ENSEMBL|interacts_with|sequence feature|FlyBase|['https://data.monarchinitiative.org/ttl/string.ttl']|10508
464|gene|ZFIN|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|8566
465|gene|NCBIGene|interacts_with|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/string.ttl']|8566
466|gene|FlyBase|interacts_with|sequence feature|FlyBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|8550
467|gene|MGI|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|4408
468|gene|MGI|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|3909
469|gene|RGD|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|1618
470|gene|NCBIGene|interacts_with|sequence feature|RGD|['https://data.monarchinitiative.org/ttl/string.ttl']|1618
471|gene|WormBase|interacts_with|sequence feature|WormBase|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|1602
472|gene|WormBase|interacts_with|sequence feature|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|1374
473|gene|NCBIGene|interacts_with|sequence feature|WormBase|['https://data.monarchinitiative.org/ttl/string.ttl']|1218
474|gene|WormBase|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|1218
475|gene|WormBase|interacts_with|sequence feature|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|994
476|gene|ENSEMBL|interacts_with|sequence feature|WormBase|['https://data.monarchinitiative.org/ttl/string.ttl']|994
477|gene|MGI|interacts_with|sequence feature|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|712
478|gene|ENSEMBL|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/string.ttl']|712
479|gene|ENSEMBL|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|688
480|gene|NCBIGene|interacts_with|sequence feature|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|688
481|gene|HGNC|interacts_with|sequence feature|ENSEMBL|['https://data.monarchinitiative.org/ttl/string.ttl']|602
482|gene|ENSEMBL|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl']|602
483|gene|NCBIGene|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|400
484|gene|ZFIN|interacts_with|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|210
485|gene|NCBIGene|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/string.ttl']|162
486|gene|MGI|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|162
487|gene|ZFIN|interacts_with|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/string.ttl', 'https://data.monarchinitiative.org/ttl/biogrid.ttl']|150
488|gene|HGNC|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|124
489|gene|NCBIGene|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|124
490|gene|HGNC|interacts_with|sequence feature|FlyBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|117
491|gene|FlyBase|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|117
492|gene|HGNC|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/string.ttl']|94
493|gene|NCBIGene|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/string.ttl']|94
494|gene|ZFIN|interacts_with|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl', 'https://data.monarchinitiative.org/ttl/string.ttl']|66
495|gene|HGNC|interacts_with|sequence feature|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|49
496|gene|WormBase|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|49
497|gene|FlyBase|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|30
498|gene|MGI|interacts_with|sequence feature|FlyBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|30
499|gene|ZFIN|interacts_with|sequence feature|HGNC|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|26
500|gene|HGNC|interacts_with|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|26
501|gene|MGI|interacts_with|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|17
502|gene|ZFIN|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|17
503|gene|NCBIGene|interacts_with|sequence feature|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|11
504|gene|WormBase|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|11
505|gene|MGI|interacts_with|sequence feature|WormBase|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|8
506|gene|WormBase|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|8
507|gene|NCBIGene|interacts_with|sequence feature|MGI|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|2
508|gene|MGI|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|2
509|gene|ZFIN|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
510|gene|NCBIGene|interacts_with|sequence feature|NCBIGene|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
511|gene|NCBIGene|interacts_with|sequence feature|ZFIN|['https://data.monarchinitiative.org/ttl/biogrid.ttl']|1
512|gene|HGNC|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|583127
513|gene|MGI|has_phenotype|phenotype|MP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|136986
514|gene|NCBIGene|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|69784
515|gene|SGD|has_phenotype|phenotype|MONARCH|['https://data.monarchinitiative.org/ttl/sgd.ttl']|59770
516|gene|MGI|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|57522
517|gene|ZFIN|has_phenotype|phenotype|ZP|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|51594
518|gene|SGD|has_phenotype|phenotype|APO|['https://data.monarchinitiative.org/ttl/sgd.ttl']|8454
519|gene|RGD|has_phenotype|phenotype|MP|['https://data.monarchinitiative.org/ttl/rgd.ttl']|1223
520|gene|NCBIGene|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/monarch.ttl']|527
521|gene|NCBIGene|has_phenotype|phenotype|MP|['https://data.monarchinitiative.org/ttl/monarch.ttl']|412
522|gene|MGI|has_phenotype|phenotype|GO|['https://data.monarchinitiative.org/ttl/go.ttl']|238
523|gene|Orphanet|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/hpoa.ttl']|185
524|gene|ZFIN|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|182
525|gene|ZFIN|has_phenotype|phenotype|MP|['https://data.monarchinitiative.org/ttl/zfin_slim.ttl']|133
526|gene|MGI|has_phenotype|phenotype|MP|['https://data.monarchinitiative.org/ttl/mmrrc.ttl', 'https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|49
527|gene|MGI|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/mmrrc.ttl', 'https://data.monarchinitiative.org/ttl/mgi_slim.ttl']|24
528|gene|MGI|has_phenotype|phenotype|MP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl', 'https://data.monarchinitiative.org/ttl/mmrrc.ttl']|13
529|gene|NCBIGene|has_phenotype|phenotype|UBERON|['https://data.monarchinitiative.org/ttl/monarch.ttl']|13
530|gene|WormBase|has_phenotype|phenotype|GO|['https://data.monarchinitiative.org/ttl/go.ttl']|11
531|gene|NCBIGene|has_phenotype|phenotype|GO|['https://data.monarchinitiative.org/ttl/monarch.ttl']|8
532|gene|RGD|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/rgd.ttl']|8
533|gene|SGD|has_phenotype|phenotype|GO|['https://data.monarchinitiative.org/ttl/go.ttl']|6
534|gene|MGI|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/mgi_slim.ttl', 'https://data.monarchinitiative.org/ttl/mmrrc.ttl']|6
535|gene|RGD|has_phenotype|phenotype|MP|['https://data.monarchinitiative.org/ttl/monarch.ttl']|4
536|gene|NCBIGene|has_phenotype|phenotype|NBO|['https://data.monarchinitiative.org/ttl/monarch.ttl']|3
537|gene|NCBIGene|has_phenotype|phenotype|CL|['https://data.monarchinitiative.org/ttl/monarch.ttl']|2
538|gene|RGD|has_phenotype|phenotype|HP|['https://data.monarchinitiative.org/ttl/monarch.ttl']|1
539|gene|MGI|interacts_with|variant locus|MGI|['https://data.monarchinitiative.org/ttl/string.ttl']|38
