|subject_category|subject_prefix|edge_type|relation|object_category|object_prefix|negated|frequency
381|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|UBERON||40552
382|anatomical entity|FBbt|subclass_of|owl:subClassOf|anatomical entity|FBbt||24382
383|anatomical entity|FMA|subclass_of|owl:subClassOf|anatomical entity|FMA||14452
384|anatomical entity|ZFA|subclass_of|owl:subClassOf|anatomical entity|ZFA||7198
385|anatomical entity|MA|subclass_of|owl:subClassOf|anatomical entity|MA||7000
386|anatomical entity|CL|subclass_of|owl:subClassOf|anatomical entity|CL||6286
387|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|FMA||5742
388|anatomical entity|FMA|subclass_of|owl:subClassOf|anatomical entity|UBERON||5742
389|anatomical entity|NCBITaxon|subclass_of|owl:subClassOf|anatomical entity|NCBITaxon||3966
390|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|ZFA||3293
391|anatomical entity|ZFA|subclass_of|owl:subClassOf|anatomical entity|UBERON||3293
392|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|MA||3064
393|anatomical entity|MA|subclass_of|owl:subClassOf|anatomical entity|UBERON||3064
394|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|FBbt||712
395|anatomical entity|FBbt|subclass_of|owl:subClassOf|anatomical entity|UBERON||712
396|anatomical entity|UBERON|part_of|BFO:0000051|anatomical entity|UBERON||684
397|anatomical entity|FMA|subclass_of|owl:subClassOf|anatomical entity|CL||670
398|anatomical entity|CL|subclass_of|owl:subClassOf|anatomical entity|FMA||670
399|anatomical entity|CL|subclass_of|owl:subClassOf|anatomical entity|ZFA||443
400|anatomical entity|ZFA|subclass_of|owl:subClassOf|anatomical entity|CL||443
401|anatomical entity|WBbt|subclass_of|owl:subClassOf|anatomical entity|WBbt||422
402|anatomical entity|FBbt|subclass_of|owl:subClassOf|anatomical entity|CL||332
403|anatomical entity|CL|subclass_of|owl:subClassOf|anatomical entity|FBbt||332
404|anatomical entity|CL|part_of|BFO:0000051|anatomical entity|UBERON||170
405|anatomical entity|UBERON|part_of|BFO:0000051|anatomical entity|CL||170
406|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|WBbt||64
407|anatomical entity|WBbt|subclass_of|owl:subClassOf|anatomical entity|UBERON||64
408|anatomical entity|CL|subclass_of|owl:subClassOf|anatomical entity|WBbt||32
409|anatomical entity|WBbt|subclass_of|owl:subClassOf|anatomical entity|CL||32
410|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|OBO||18
411|anatomical entity|OBO|subclass_of|owl:subClassOf|anatomical entity|UBERON||18
412|anatomical entity|ERO|subclass_of|owl:subClassOf|anatomical entity|ERO||12
413|anatomical entity|http|subclass_of|owl:subClassOf|anatomical entity|CLO||10
414|anatomical entity|CLO|subclass_of|owl:subClassOf|anatomical entity|http||10
415|anatomical entity|FBbt|part_of|BFO:0000051|anatomical entity|FBbt||6
416|anatomical entity|MA|subclass_of|owl:subClassOf|anatomical entity|CL||3
417|anatomical entity|CL|subclass_of|owl:subClassOf|anatomical entity|MA||3
418|anatomical entity|NCBITaxon|subclass_of|owl:subClassOf|anatomical entity|ERO||2
419|anatomical entity|ERO|subclass_of|owl:subClassOf|anatomical entity|NCBITaxon||2
420|anatomical entity|FMA|part_of|BFO:0000051|anatomical entity|UBERON||1
421|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|_||1
422|anatomical entity|_|subclass_of|owl:subClassOf|anatomical entity|UBERON||1
423|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|NCBITaxon||1
424|anatomical entity|CL|subclass_of|owl:subClassOf|anatomical entity|UBERON||1
425|anatomical entity|OBI|subclass_of|owl:subClassOf|anatomical entity|CL||1
426|anatomical entity|NCBITaxon|subclass_of|owl:subClassOf|anatomical entity|UBERON||1
427|anatomical entity|OBI|subclass_of|owl:subClassOf|anatomical entity|CLO||1
428|anatomical entity|UBERON|part_of|BFO:0000051|anatomical entity|FMA||1
429|anatomical entity|CLO|subclass_of|owl:subClassOf|anatomical entity|OBI||1
430|anatomical entity|CL|subclass_of|owl:subClassOf|anatomical entity|OBI||1
431|anatomical entity|UBERON|subclass_of|owl:subClassOf|anatomical entity|CL||1
432|anatomical entity|CLO|subclass_of|owl:subClassOf|cell|CLO||77698
433|anatomical entity|FBbt|subclass_of|owl:subClassOf|cell|FBbt||11997
434|anatomical entity|CL|subclass_of|owl:subClassOf|cell|CL||6286
435|anatomical entity|ZFA|subclass_of|owl:subClassOf|cell|ZFA||1828
436|anatomical entity|FMA|subclass_of|owl:subClassOf|cell|FMA||1743
437|anatomical entity|FMA|subclass_of|owl:subClassOf|cell|CL||670
438|anatomical entity|CL|subclass_of|owl:subClassOf|cell|FMA||670
439|anatomical entity|CL|subclass_of|owl:subClassOf|cell|ZFA||443
440|anatomical entity|ZFA|subclass_of|owl:subClassOf|cell|CL||443
441|anatomical entity|FBbt|subclass_of|owl:subClassOf|cell|CL||332
442|anatomical entity|CL|subclass_of|owl:subClassOf|cell|FBbt||332
443|anatomical entity|WBbt|subclass_of|owl:subClassOf|cell|WBbt||245
444|anatomical entity|UBERON|part_of|BFO:0000051|cell|CL||170
445|anatomical entity|UBERON|subclass_of|owl:subClassOf|cell|ZFA||124
446|anatomical entity|CL|subclass_of|owl:subClassOf|cell|WBbt||32
447|anatomical entity|WBbt|subclass_of|owl:subClassOf|cell|CL||32
448|anatomical entity|UBERON|subclass_of|owl:subClassOf|cell|FBbt||19
449|anatomical entity|UBERON|subclass_of|owl:subClassOf|cell|WBbt||12
450|anatomical entity|CLO|subclass_of|owl:subClassOf|cell|http||10
451|anatomical entity|http|subclass_of|owl:subClassOf|cell|CLO||10
452|anatomical entity|MA|subclass_of|owl:subClassOf|cell|CL||3
453|anatomical entity|CL|subclass_of|owl:subClassOf|cell|MA||3
454|anatomical entity|UBERON|subclass_of|owl:subClassOf|cell|CL||1
455|anatomical entity|CL|subclass_of|owl:subClassOf|cell|OBI||1
456|anatomical entity|UBERON|subclass_of|owl:subClassOf|cell|FMA||1
457|anatomical entity|OBI|subclass_of|owl:subClassOf|cell|CL||1
458|anatomical entity|CLO|subclass_of|owl:subClassOf|cell|OBI||1
459|anatomical entity|OBI|subclass_of|owl:subClassOf|cell|CLO||1
460|anatomical entity|CL|has_entity|has_entity|quality|MP||1
461|anatomical entity|ZFA|has_entity|has_entity|phenotype|ZP||8809
462|anatomical entity|UBERON|has_entity|has_entity|phenotype|MP||4028
463|anatomical entity|UBERON|has_entity|has_entity|phenotype|HP||3740
464|anatomical entity|CL|has_entity|has_entity|phenotype|MP||935
465|anatomical entity|FBbt|subclass_of|owl:subClassOf|phenotype|FBbt||661
466|anatomical entity|WBbt|has_entity|has_entity|phenotype|WBPhenotype||268
467|anatomical entity|CL|has_entity|has_entity|phenotype|HP||136
468|anatomical entity|UBERON|subclass_of|owl:subClassOf|phenotype|FBbt||103
469|anatomical entity|CL|has_entity|has_entity|phenotype|WBPhenotype||28
470|anatomical entity|FBbt|subclass_of|owl:subClassOf|phenotype|UPHENO||1
471|cell|CLO|subclass_of|owl:subClassOf|cellular component|CLO||77698
472|cell|FBbt|subclass_of|owl:subClassOf|cellular component|FBbt||11880
473|cell|CL|subclass_of|owl:subClassOf|cellular component|CL||6286
474|cell|ZFA|subclass_of|owl:subClassOf|cellular component|ZFA||1824
475|cell|FMA|subclass_of|owl:subClassOf|cellular component|FMA||1742
476|cell|FMA|subclass_of|owl:subClassOf|cellular component|CL||670
477|cell|CL|subclass_of|owl:subClassOf|cellular component|FMA||670
478|cell|CL|subclass_of|owl:subClassOf|cellular component|ZFA||443
479|cell|ZFA|subclass_of|owl:subClassOf|cellular component|CL||443
480|cell|CL|subclass_of|owl:subClassOf|cellular component|FBbt||332
481|cell|FBbt|subclass_of|owl:subClassOf|cellular component|CL||332
482|cell|WBbt|subclass_of|owl:subClassOf|cellular component|WBbt||232
483|cell|WBbt|subclass_of|owl:subClassOf|cellular component|CL||32
484|cell|CL|subclass_of|owl:subClassOf|cellular component|WBbt||32
485|cell|http|subclass_of|owl:subClassOf|cellular component|CLO||10
486|cell|CLO|subclass_of|owl:subClassOf|cellular component|http||10
487|cell|CL|subclass_of|owl:subClassOf|cellular component|MA||3
488|cell|MA|subclass_of|owl:subClassOf|cellular component|CL||3
489|cell|OBI|subclass_of|owl:subClassOf|cellular component|CL||1
490|cell|OBI|subclass_of|owl:subClassOf|cellular component|CLO||1
491|cell|CLO|subclass_of|owl:subClassOf|cellular component|OBI||1
492|cell|CL|subclass_of|owl:subClassOf|cellular component|OBI||1
493|cell|CLO|subclass_of|owl:subClassOf|anatomical entity|CLO||77698
494|cell|FBbt|subclass_of|owl:subClassOf|anatomical entity|FBbt||11997
495|cell|CL|subclass_of|owl:subClassOf|anatomical entity|CL||6286
496|cell|ZFA|subclass_of|owl:subClassOf|anatomical entity|ZFA||1828
497|cell|FMA|subclass_of|owl:subClassOf|anatomical entity|FMA||1743
498|cell|CL|subclass_of|owl:subClassOf|anatomical entity|FMA||670
499|cell|FMA|subclass_of|owl:subClassOf|anatomical entity|CL||670
500|cell|ZFA|subclass_of|owl:subClassOf|anatomical entity|CL||443
501|cell|CL|subclass_of|owl:subClassOf|anatomical entity|ZFA||443
502|cell|CL|subclass_of|owl:subClassOf|anatomical entity|FBbt||332
503|cell|FBbt|subclass_of|owl:subClassOf|anatomical entity|CL||332
504|cell|WBbt|subclass_of|owl:subClassOf|anatomical entity|WBbt||245
505|cell|CL|part_of|BFO:0000051|anatomical entity|UBERON||170
506|cell|ZFA|subclass_of|owl:subClassOf|anatomical entity|UBERON||124
507|cell|WBbt|subclass_of|owl:subClassOf|anatomical entity|CL||32
508|cell|CL|subclass_of|owl:subClassOf|anatomical entity|WBbt||32
509|cell|FBbt|subclass_of|owl:subClassOf|anatomical entity|UBERON||19
510|cell|WBbt|subclass_of|owl:subClassOf|anatomical entity|UBERON||12
511|cell|CLO|subclass_of|owl:subClassOf|anatomical entity|http||10
512|cell|http|subclass_of|owl:subClassOf|anatomical entity|CLO||10
513|cell|MA|subclass_of|owl:subClassOf|anatomical entity|CL||3
514|cell|CL|subclass_of|owl:subClassOf|anatomical entity|MA||3
515|cell|CL|subclass_of|owl:subClassOf|anatomical entity|UBERON||1
516|cell|FMA|subclass_of|owl:subClassOf|anatomical entity|UBERON||1
517|cell|CLO|subclass_of|owl:subClassOf|anatomical entity|OBI||1
518|cell|OBI|subclass_of|owl:subClassOf|anatomical entity|CLO||1
519|cell|OBI|subclass_of|owl:subClassOf|anatomical entity|CL||1
520|cell|CL|subclass_of|owl:subClassOf|anatomical entity|OBI||1
521|cell|CLO|subclass_of|owl:subClassOf|cell|CLO||77698
522|cell|FBbt|subclass_of|owl:subClassOf|cell|FBbt||11880
523|cell|CL|subclass_of|owl:subClassOf|cell|CL||6286
524|cell|ZFA|subclass_of|owl:subClassOf|cell|ZFA||1824
525|cell|FMA|subclass_of|owl:subClassOf|cell|FMA||1742
526|cell|FMA|subclass_of|owl:subClassOf|cell|CL||670
527|cell|CL|subclass_of|owl:subClassOf|cell|FMA||670
528|cell|CL|subclass_of|owl:subClassOf|cell|ZFA||443
529|cell|ZFA|subclass_of|owl:subClassOf|cell|CL||443
530|cell|CL|subclass_of|owl:subClassOf|cell|FBbt||332
531|cell|FBbt|subclass_of|owl:subClassOf|cell|CL||332
532|cell|WBbt|subclass_of|owl:subClassOf|cell|WBbt||232
533|cell|WBbt|subclass_of|owl:subClassOf|cell|CL||32
534|cell|CL|subclass_of|owl:subClassOf|cell|WBbt||32
535|cell|http|subclass_of|owl:subClassOf|cell|CLO||10
536|cell|CLO|subclass_of|owl:subClassOf|cell|http||10
537|cell|CL|subclass_of|owl:subClassOf|cell|MA||3
538|cell|MA|subclass_of|owl:subClassOf|cell|CL||3
539|cell|OBI|subclass_of|owl:subClassOf|cell|CL||1
540|cell|OBI|subclass_of|owl:subClassOf|cell|CLO||1
541|cell|CL|subclass_of|owl:subClassOf|cell|OBI||1
542|cell|CLO|subclass_of|owl:subClassOf|cell|OBI||1
543|cell|CL|has_entity|has_entity|quality|MP||1
544|cell|ZFA|has_entity|has_entity|phenotype|ZP||1394
545|cell|CL|has_entity|has_entity|phenotype|MP||935
546|cell|CL|has_entity|has_entity|phenotype|HP||136
547|cell|WBbt|has_entity|has_entity|phenotype|WBPhenotype||85
548|cell|CL|has_entity|has_entity|phenotype|WBPhenotype||28
549|sequence feature|HGNC|interacts_with|RO:0002434|gene|HGNC||1888890
550|sequence feature|MGI|interacts_with|RO:0002434|gene|MGI||1596746
551|sequence feature|RGD|interacts_with|RO:0002434|gene|RGD||988592
552|sequence feature|ZFIN|interacts_with|RO:0002434|gene|ZFIN||793739
553|sequence feature|FlyBase|interacts_with|RO:0002434|gene|FlyBase||636669
554|sequence feature|WormBase|interacts_with|RO:0002434|gene|WormBase||466907
555|sequence feature|RGD|interacts_with|RO:0002434|gene|ENSEMBL||101540
556|sequence feature|ENSEMBL|interacts_with|RO:0002434|gene|RGD||101540
557|sequence feature|ENSEMBL|interacts_with|RO:0002434|gene|ENSEMBL||69489
558|sequence feature|HGNC|interacts_with|RO:0002434|gene|MGI||19849
559|sequence feature|MGI|interacts_with|RO:0002434|gene|HGNC||19849
560|sequence feature|ENSEMBL|interacts_with|RO:0002434|gene|ZFIN||13718
561|sequence feature|ZFIN|interacts_with|RO:0002434|gene|ENSEMBL||13718
562|sequence feature|ENSEMBL|interacts_with|RO:0002434|gene|FlyBase||10508
563|sequence feature|FlyBase|interacts_with|RO:0002434|gene|ENSEMBL||10508
564|sequence feature|ZFIN|interacts_with|RO:0002434|gene|NCBIGene||8567
565|sequence feature|NCBIGene|interacts_with|RO:0002434|gene|ZFIN||8567
566|sequence feature|NCBIGene|interacts_with|RO:0002434|gene|RGD||1618
567|sequence feature|RGD|interacts_with|RO:0002434|gene|NCBIGene||1618
568|sequence feature|NCBIGene|interacts_with|RO:0002434|gene|WormBase||1229
569|sequence feature|WormBase|interacts_with|RO:0002434|gene|NCBIGene||1229
570|sequence feature|WormBase|interacts_with|RO:0002434|gene|ENSEMBL||994
571|sequence feature|ENSEMBL|interacts_with|RO:0002434|gene|WormBase||994
572|sequence feature|ENSEMBL|interacts_with|RO:0002434|gene|MGI||712
573|sequence feature|MGI|interacts_with|RO:0002434|gene|ENSEMBL||712
574|sequence feature|NCBIGene|interacts_with|RO:0002434|gene|ENSEMBL||688
575|sequence feature|ENSEMBL|interacts_with|RO:0002434|gene|NCBIGene||688
576|sequence feature|HGNC|interacts_with|RO:0002434|gene|ENSEMBL||602
577|sequence feature|ENSEMBL|interacts_with|RO:0002434|gene|HGNC||602
578|sequence feature|NCBIGene|interacts_with|RO:0002434|gene|NCBIGene||401
579|sequence feature|NCBIGene|interacts_with|RO:0002434|gene|HGNC||218
580|sequence feature|HGNC|interacts_with|RO:0002434|gene|NCBIGene||218
581|sequence feature|NCBIGene|interacts_with|RO:0002434|gene|MGI||164
582|sequence feature|MGI|interacts_with|RO:0002434|gene|NCBIGene||164
583|sequence feature|HGNC|interacts_with|RO:0002434|gene|FlyBase||117
584|sequence feature|FlyBase|interacts_with|RO:0002434|gene|HGNC||117
585|sequence feature|HGNC|interacts_with|RO:0002434|gene|WormBase||49
586|sequence feature|WormBase|interacts_with|RO:0002434|gene|HGNC||49
587|sequence feature|MGI|interacts_with|RO:0002434|gene|FlyBase||30
588|sequence feature|FlyBase|interacts_with|RO:0002434|gene|MGI||30
589|sequence feature|ZFIN|interacts_with|RO:0002434|gene|HGNC||26
590|sequence feature|HGNC|interacts_with|RO:0002434|gene|ZFIN||26
591|sequence feature|ZFIN|interacts_with|RO:0002434|gene|MGI||17
592|sequence feature|MGI|interacts_with|RO:0002434|gene|ZFIN||17
593|sequence feature|MGI|interacts_with|RO:0002434|gene|WormBase||8
594|sequence feature|WormBase|interacts_with|RO:0002434|gene|MGI||8
595|sequence feature|MGI|interacts_with|RO:0002434|variant locus|MGI||45
596|sequence feature|MGI|interacts_with|RO:0002434|sequence alteration|MGI||45
597|sequence feature|HGNC|interacts_with|RO:0002434|molecular entity|HGNC||511
598|sequence feature|MGI|interacts_with|RO:0002434|molecular entity|HGNC||1
599|sequence feature|HGNC|contributes_to|RO:0002326|disease|MONDO||20739
600|sequence feature|NCBIGene|contributes_to|RO:0002326|disease|MONDO||1631
601|sequence feature|NCBIGene|contributes_to|RO:0002326|disease|OMIA||726
602|sequence feature|Orphanet|contributes_to|RO:0002326|disease|MONDO||5
603|sequence feature|HGNC|contributes_to|RO:0002326|disease|OMIA||2
604|sequence feature|RGD|contributes_to|RO:0002326|disease|OMIA||1
605|sequence feature|HGNC|subclass_of|owl:subClassOf|disease|MONDO||1
606|sequence feature|MGI|has_phenotype|RO:0002200|clinical_course|MP||10554
607|sequence feature|MGI|has_phenotype|RO:0002200|clinical_course|HP||685
608|sequence feature|HGNC|has_phenotype|RO:0002200|clinical_course|HP||322
609|sequence feature|NCBIGene|has_phenotype|RO:0002200|clinical_course|MP||31
610|sequence feature|NCBIGene|has_phenotype|RO:0002200|clinical_course|HP||11
611|sequence feature|ZFIN|has_phenotype|RO:0002200|clinical_course|MP||2
612|sequence feature|ZFIN|has_phenotype|RO:0002200|clinical_course|ZP||1
613|sequence feature|RGD|has_phenotype|RO:0002200|clinical_course|MP||1
614|sequence feature|HGNC|interacts_with|RO:0002434|sequence feature|HGNC||1888890
615|sequence feature|MGI|interacts_with|RO:0002434|sequence feature|MGI||1596746
616|sequence feature|RGD|interacts_with|RO:0002434|sequence feature|RGD||988592
617|sequence feature|ZFIN|interacts_with|RO:0002434|sequence feature|ZFIN||793739
618|sequence feature|FlyBase|interacts_with|RO:0002434|sequence feature|FlyBase||636669
619|sequence feature|WormBase|interacts_with|RO:0002434|sequence feature|WormBase||466907
620|sequence feature|ENSEMBL|interacts_with|RO:0002434|sequence feature|RGD||101540
621|sequence feature|RGD|interacts_with|RO:0002434|sequence feature|ENSEMBL||101540
622|sequence feature|ENSEMBL|interacts_with|RO:0002434|sequence feature|ENSEMBL||69489
623|sequence feature|HGNC|interacts_with|RO:0002434|sequence feature|MGI||19849
624|sequence feature|MGI|interacts_with|RO:0002434|sequence feature|HGNC||19849
625|sequence feature|ZFIN|interacts_with|RO:0002434|sequence feature|ENSEMBL||13718
626|sequence feature|ENSEMBL|interacts_with|RO:0002434|sequence feature|ZFIN||13718
627|sequence feature|FlyBase|interacts_with|RO:0002434|sequence feature|ENSEMBL||10508
628|sequence feature|ENSEMBL|interacts_with|RO:0002434|sequence feature|FlyBase||10508
629|sequence feature|NCBIGene|interacts_with|RO:0002434|sequence feature|ZFIN||8567
630|sequence feature|ZFIN|interacts_with|RO:0002434|sequence feature|NCBIGene||8567
631|sequence feature|RGD|interacts_with|RO:0002434|sequence feature|NCBIGene||1618
632|sequence feature|NCBIGene|interacts_with|RO:0002434|sequence feature|RGD||1618
633|sequence feature|NCBIGene|interacts_with|RO:0002434|sequence feature|WormBase||1229
634|sequence feature|WormBase|interacts_with|RO:0002434|sequence feature|NCBIGene||1229
635|sequence feature|WormBase|interacts_with|RO:0002434|sequence feature|ENSEMBL||994
636|sequence feature|ENSEMBL|interacts_with|RO:0002434|sequence feature|WormBase||994
637|sequence feature|ENSEMBL|interacts_with|RO:0002434|sequence feature|MGI||712
638|sequence feature|MGI|interacts_with|RO:0002434|sequence feature|ENSEMBL||712
639|sequence feature|NCBIGene|interacts_with|RO:0002434|sequence feature|ENSEMBL||688
640|sequence feature|ENSEMBL|interacts_with|RO:0002434|sequence feature|NCBIGene||688
641|sequence feature|HGNC|interacts_with|RO:0002434|sequence feature|ENSEMBL||602
642|sequence feature|ENSEMBL|interacts_with|RO:0002434|sequence feature|HGNC||602
643|sequence feature|NCBIGene|interacts_with|RO:0002434|sequence feature|NCBIGene||401
644|sequence feature|HGNC|interacts_with|RO:0002434|sequence feature|NCBIGene||218
645|sequence feature|NCBIGene|interacts_with|RO:0002434|sequence feature|HGNC||218
646|sequence feature|MGI|interacts_with|RO:0002434|sequence feature|NCBIGene||164
647|sequence feature|NCBIGene|interacts_with|RO:0002434|sequence feature|MGI||164
648|sequence feature|HGNC|interacts_with|RO:0002434|sequence feature|FlyBase||117
649|sequence feature|FlyBase|interacts_with|RO:0002434|sequence feature|HGNC||117
650|sequence feature|HGNC|interacts_with|RO:0002434|sequence feature|WormBase||49
651|sequence feature|WormBase|interacts_with|RO:0002434|sequence feature|HGNC||49
652|sequence feature|MGI|interacts_with|RO:0002434|sequence feature|FlyBase||30
653|sequence feature|FlyBase|interacts_with|RO:0002434|sequence feature|MGI||30
654|sequence feature|HGNC|interacts_with|RO:0002434|sequence feature|ZFIN||26
655|sequence feature|ZFIN|interacts_with|RO:0002434|sequence feature|HGNC||26
656|sequence feature|MGI|interacts_with|RO:0002434|sequence feature|ZFIN||17
657|sequence feature|ZFIN|interacts_with|RO:0002434|sequence feature|MGI||17
658|sequence feature|MGI|interacts_with|RO:0002434|sequence feature|WormBase||8
659|sequence feature|WormBase|interacts_with|RO:0002434|sequence feature|MGI||8
660|sequence feature|HGNC|contributes_to|RO:0002326|quality|MONDO||14254
661|sequence feature|NCBIGene|contributes_to|RO:0002326|quality|MONDO||582
662|sequence feature|ZFIN|has_phenotype|RO:0002200|quality|ZP||84
663|sequence feature|MGI|has_phenotype|RO:0002200|quality|MP||83
664|sequence feature|NCBIGene|contributes_to|RO:0002326|quality|OMIA||57
665|sequence feature|Orphanet|contributes_to|RO:0002326|quality|MONDO||5
666|sequence feature|HGNC|subclass_of|owl:subClassOf|quality|MONDO||1
667|sequence feature|NCBIGene|has_phenotype|RO:0002200|quality|MP||1
668|sequence feature|HGNC|has_phenotype|RO:0002200|phenotype|HP||583127
669|sequence feature|MGI|has_phenotype|RO:0002200|phenotype|MP||137048
670|sequence feature|NCBIGene|has_phenotype|RO:0002200|phenotype|HP||70311
671|sequence feature|SGD|has_phenotype|RO:0002200|phenotype|MONARCH||59770
672|sequence feature|MGI|has_phenotype|RO:0002200|phenotype|HP||57552
673|sequence feature|ZFIN|has_phenotype|RO:0002200|phenotype|ZP||51594
674|sequence feature|SGD|has_phenotype|RO:0002200|phenotype|APO||8454
675|sequence feature|RGD|has_phenotype|RO:0002200|phenotype|MP||1227
676|sequence feature|NCBIGene|has_phenotype|RO:0002200|phenotype|MP||412
677|sequence feature|MGI|has_phenotype|RO:0002200|phenotype|GO||238
678|sequence feature|Orphanet|has_phenotype|RO:0002200|phenotype|HP||185
679|sequence feature|ZFIN|has_phenotype|RO:0002200|phenotype|HP||182
680|sequence feature|ZFIN|has_phenotype|RO:0002200|phenotype|MP||133
681|sequence feature|NCBIGene|has_phenotype|RO:0002200|phenotype|UBERON||13
682|sequence feature|WormBase|has_phenotype|RO:0002200|phenotype|GO||11
683|sequence feature|RGD|has_phenotype|RO:0002200|phenotype|HP||9
684|sequence feature|NCBIGene|has_phenotype|RO:0002200|phenotype|GO||8
685|sequence feature|SGD|has_phenotype|RO:0002200|phenotype|GO||6
686|sequence feature|NCBIGene|has_phenotype|RO:0002200|phenotype|NBO||3
687|sequence feature|NCBIGene|has_phenotype|RO:0002200|phenotype|CL||2
688|quality|MP|has_entity|has_entity|cellular component|CL||1
689|quality|MONDO|contributes_to|RO:0002326|gene|HGNC||14254
690|quality|MONDO|contributes_to|RO:0002326|gene|NCBIGene||582
691|quality|ZP|has_phenotype|RO:0002200|gene|ZFIN||84
692|quality|MP|has_phenotype|RO:0002200|gene|MGI||83
693|quality|OMIA|contributes_to|RO:0002326|gene|NCBIGene||57
694|quality|MONDO|contributes_to|RO:0002326|gene|Orphanet||5
695|quality|MP|has_phenotype|RO:0002200|gene|NCBIGene||1
696|quality|MONDO|contributes_to|RO:0002326|molecular entity|HGNC||497
697|quality|MONDO|subclass_of|owl:subClassOf|disease|MONDO||61543
698|quality|OMIA|subclass_of|owl:subClassOf|disease|OMIA||264
699|quality|PATO|subclass_of|owl:subClassOf|disease|MONDO||85
700|quality|MONDO|subclass_of|owl:subClassOf|disease|NCIT||80
701|quality|NCIT|subclass_of|owl:subClassOf|disease|MONDO||53
702|quality|OMIA|subclass_of|owl:subClassOf|disease|MONDO||50
703|quality|MONDO|subclass_of|owl:subClassOf|disease|OMIA||50
704|quality|MONDO|subclass_of|owl:subClassOf|disease|MPATH||42
705|quality|NCIT|subclass_of|owl:subClassOf|disease|NCIT||25
706|quality|MPATH|subclass_of|owl:subClassOf|disease|MONDO||17
707|quality|MPATH|subclass_of|owl:subClassOf|disease|MPATH||6
708|quality|MPATH|subclass_of|owl:subClassOf|disease|NCIT||6
709|quality|NCIT|subclass_of|owl:subClassOf|disease|MPATH||5
710|quality|HGNC|subclass_of|owl:subClassOf|disease|MONDO||1
711|quality|MONDO|subclass_of|owl:subClassOf|disease|HGNC||1
712|quality|PATO|has_quality|has_quality|clinical_course|MP||5
713|quality|PATO|has_quality|has_quality|clinical_course|ZP||1
714|quality|PATO|has_quality|has_quality|clinical_course|WBPhenotype||1
715|quality|MP|has_entity|has_entity|anatomical entity|CL||1
716|quality|MP|has_entity|has_entity|cell|CL||1
717|quality|MONDO|contributes_to|RO:0002326|sequence feature|HGNC||14254
718|quality|MONDO|contributes_to|RO:0002326|sequence feature|NCBIGene||582
719|quality|ZP|has_phenotype|RO:0002200|sequence feature|ZFIN||84
720|quality|MP|has_phenotype|RO:0002200|sequence feature|MGI||83
721|quality|OMIA|contributes_to|RO:0002326|sequence feature|NCBIGene||57
722|quality|MONDO|contributes_to|RO:0002326|sequence feature|Orphanet||5
723|quality|MONDO|subclass_of|owl:subClassOf|sequence feature|HGNC||1
724|quality|MP|has_phenotype|RO:0002200|sequence feature|NCBIGene||1
725|quality|MONDO|subclass_of|owl:subClassOf|quality|MONDO||58840
726|quality|PATO|subclass_of|owl:subClassOf|quality|PATO||4126
727|quality|FBcv|subclass_of|owl:subClassOf|quality|FBcv||466
728|quality|OBA|subclass_of|owl:subClassOf|quality|OBA||278
729|quality|OMIA|subclass_of|owl:subClassOf|quality|OMIA||264
730|quality|PATO|subclass_of|owl:subClassOf|quality|MONDO||87
731|quality|MONDO|subclass_of|owl:subClassOf|quality|PATO||87
732|quality|MP|subclass_of|owl:subClassOf|quality|MP||56
733|quality|ZP|subclass_of|owl:subClassOf|quality|ZP||54
734|quality|OMIA|subclass_of|owl:subClassOf|quality|MONDO||50
735|quality|MONDO|subclass_of|owl:subClassOf|quality|OMIA||50
736|quality|PATO|subclass_of|owl:subClassOf|quality|FBcv||49
737|quality|FBcv|subclass_of|owl:subClassOf|quality|PATO||49
738|quality|MONDO|subclass_of|owl:subClassOf|quality|NCIT||45
739|quality|NCIT|subclass_of|owl:subClassOf|quality|MONDO||45
740|quality|ZP|has_quality|has_quality|quality|PATO||23
741|quality|PATO|has_quality|has_quality|quality|ZP||23
742|quality|PATO|has_quality|has_quality|quality|MP||19
743|quality|MP|has_quality|has_quality|quality|PATO||19
744|quality|MPATH|subclass_of|owl:subClassOf|quality|MONDO||16
745|quality|NCIT|subclass_of|owl:subClassOf|quality|NCIT||16
746|quality|MONDO|subclass_of|owl:subClassOf|quality|MPATH||16
747|quality|PCO|subclass_of|owl:subClassOf|quality|PCO||12
748|quality|MPATH|subclass_of|owl:subClassOf|quality|NCIT||5
749|quality|PATO|subclass_of|owl:subClassOf|quality|MP||5
750|quality|MP|subclass_of|owl:subClassOf|quality|PATO||5
751|quality|NCIT|subclass_of|owl:subClassOf|quality|MPATH||5
752|quality|PCO|subclass_of|owl:subClassOf|quality|PATO||2
753|quality|MPATH|subclass_of|owl:subClassOf|quality|MPATH||2
